Entity,Code,Year,Life Expectancy,GDP Per Capita,Annotations,Population,Continent
Italy,ITA,1999,79.253,31340,,56655629,
Jamaica,JAM,1999,74.152,6485,,2632677,
Japan,JPN,1999,80.914,32395,,127326063,
Jordan,JOR,1999,71.556,7340,,5031754,
Kazakhstan,KAZ,1999,63.246,8421,,15020573,
Kenya,KEN,1999,51.059,1921,,31098763,
Kiribati,KIR,1999,62.829,,,82969,
Kuwait,KWT,1999,73.074,33351,,1951642,
Kyrgyzstan,KGZ,1999,66.185,3144,,4861121,
Laos,LAO,1999,58.225,2168,,5235339,
Latin America and the Caribbean,,1999,71.18,,,,
Latvia,LVA,1999,69.297,10708,,2408088,
Lebanon,LBN,1999,74.017,7148,,3747762,
Lesotho,LSO,1999,49.328,1924,,2019732,
Liberia,LBR,1999,51.234,848,,2699708,
Libya,LBY,1999,70.684,9064,,5275921,
Liechtenstein,LIE,1999,78.192,,,32765,
Lithuania,LTU,1999,70.688,10336,,3529189,
Luxembourg,LUX,1999,77.39,47061,,431263,
Macao,MAC,1999,80.15,,,418388,
Madagascar,MDG,1999,57.782,1207,,15282524,
Malawi,MWI,1999,45.136,990,,10854325,
Malaysia,MYS,1999,72.418,12637,,22661293,
Maldives,MDV,1999,69.348,,,273522,
Mali,MLI,1999,47.515,1192,,10642937,
Malta,MLT,1999,78.88,19254,,390626,
Marshall Islands,MHL,1999,68.038,,,50418,
Martinique,MTQ,1999,77.878,,,383527,
Mauritania,MRT,1999,60.643,1954,,2561584,
Mauritius,MUS,1999,70.912,13573,,1175571,
Mayotte,MYT,1999,75.361,,,144930,
Mexico,MEX,1999,73.988,11894,,97484823,
Micronesia (country),FSM,1999,64.413,,,107769,
Moldova,MDA,1999,66.852,2950,,4225835,
Monaco,MCO,1999,80.162,,,31836,
Mongolia,MNG,1999,62.446,2802,,2376228,
Montenegro,MNE,1999,73.287,5143,,614652,
Montserrat,MSR,1999,72.856,,,5693,
Morocco,MAR,1999,68.245,4721,,28455504,
Mozambique,MOZ,1999,48.572,1302,,17244176,
Myanmar,MMR,1999,59.744,1668,,46181075,
Namibia,NAM,1999,53.231,5926,,1763861,
Nauru,NRU,1999,58.812,,,10449,
Nepal,NPL,1999,61.6,1609,,23509971,
Netherlands,NLD,1999,78.028,36409,,15835525,
New Caledonia,NCL,1999,73.269,,,212782,
New Zealand,NZL,1999,78.036,25868,,3818128,
Nicaragua,NIC,1999,69.1,2748,,4991041,
Niger,NER,1999,49.279,737,,10929922,
Nigeria,NGA,1999,46.103,2035,,119260055,
Niue,NIU,1999,70.39,,,1953,
North America,,1999,,,,479907387,
North Korea,PRK,1999,64.684,1665,,22731470,
North Macedonia,MKD,1999,73.038,7732,,2024393,
Northern America,,1999,76.883,,,,
Northern Mariana Islands,MNP,1999,73.471,,,55633,
Norway,NOR,1999,78.586,51129,,4474008,
Oceania,,1999,74,,,31014222,
Oman,OMN,1999,71.664,21520,,2254898,
Pakistan,PAK,1999,62.564,3112,,138624625,
Palau,PLW,1999,68.066,,,18773,
Palestine,PSE,1999,70.797,6205,,3119868,
Panama,PAN,1999,74.881,9785,,2971197,
Papua New Guinea,PNG,1999,59.049,,,5716166,
Paraguay,PRY,1999,70.31,5150,,5216346,
Peru,PER,1999,70.7,5945,,26078295,
Philippines,PHL,1999,68.744,3917,,76325927,
Poland,POL,1999,73.318,12058,,38567868,
Portugal,PRT,1999,76.44,22590,,10254501,
Puerto Rico,PRI,1999,75.445,26186,,3659730,
Qatar,QAT,1999,77.327,40135,,570486,
Reunion,REU,1999,75.764,,,724484,
Romania,ROU,1999,70.155,6614,,22298122,
Russia,RUS,1999,65.234,9340,,146915915,
Rwanda,RWA,1999,46.639,976,,7501238,
Saint Barthlemy,,1999,76.795,,,7196,
Saint Helena,SHN,1999,77.992,,,6125,
Saint Kitts and Nevis,KNA,1999,70.322,,,43622,
Saint Lucia,LCA,1999,73.144,7112,,154988,
Saint Martin (French part),MAF,1999,76.622,,,28122,
Saint Pierre and Miquelon,SPM,1999,78.751,,,6324,
Saint Vincent and the Grenadines,VCT,1999,70.762,,,107763,
Samoa,WSM,1999,68.399,,,173606,
San Marino,SMR,1999,81.352,,,27141,
Sao Tome and Principe,STP,1999,60.742,2247,,139964,
Saudi Arabia,SAU,1999,72.327,22059,,20194531,
Senegal,SEN,1999,57.523,1978,,9568717,
Serbia,SRB,1999,71.971,5533,,9580824,
Seychelles,SYC,1999,70.967,14236,,79904,
Sierra Leone,SLE,1999,38.634,814,,4462374,
Singapore,SGP,1999,77.59,35156,,3954741,
Sint Maarten (Dutch part),SXM,1999,75.659,,,32320,
Slovakia,SVK,1999,73.067,13750,,5397709,
Slovenia,SVN,1999,75.638,20794,,1987625,
Solomon Islands,SLB,1999,67.057,,,401592,
Somalia,SOM,1999,50.392,,,8553595,
South Africa,ZAF,1999,57.144,7234,,44338551,
South America,,1999,,,,343364515,
South Korea,KOR,1999,75.608,21541,,47016952,
South Sudan,SSD,1999,48.754,,,5933884,
Spain,ESP,1999,79.1,25550,,40454472,
Sri Lanka,LKA,1999,70.503,5489,,18663293,
Sudan,SDN,1999,58.096,1837,,26626512,
Suriname,SUR,1999,67.781,,,465380,
Sweden,SWE,1999,79.551,32705,,8873105,
Switzerland,CHE,1999,79.597,41092,,7115031,
Syria,SYR,1999,72.882,7960,,16013992,
Taiwan,TWN,1999,75.719,25472,,21838635,
Tajikistan,TJK,1999,61.161,1621,,6119664,
Tanzania,TZA,1999,50.248,1100,,32682240,
Thailand,THA,1999,70.463,9347,,62298569,
Timor,TLS,1999,58.037,,,873138,
Togo,TGO,1999,53.547,1183,,4780455,
Tokelau,TKL,1999,77.604,,,1574,
Tonga,TON,1999,69.601,,,97475,
Trinidad and Tobago,TTO,1999,69.199,18160,,1263927,
Tunisia,TUN,1999,72.904,7297,,9613587,
Turkey,TUR,1999,69.417,11152,,62287391,
Turkmenistan,TKM,1999,63.413,3527,,4466133,
Turks and Caicos Islands,TCA,1999,76.677,,,19069,
Tuvalu,TUV,1999,61.656,,,9344,
Uganda,UGA,1999,45.373,1185,,22952406,
Ukraine,UKR,1999,67.276,4751,,49288739,
United Arab Emirates,ARE,1999,74.106,42372,,2966029,
United Kingdom,GBR,1999,77.522,30933,,58715859,
United States,USA,1999,76.668,44576,,278548148,
United States Virgin Islands,VIR,1999,76.417,,,108675,
Uruguay,URY,1999,74.523,13349,,3308005,
Uzbekistan,UZB,1999,66.959,4631,,24412051,
Vanuatu,VUT,1999,67.134,,,181259,
Vatican,VAT,1999,69.905,,,788,
Venezuela,VEN,1999,71.93,13669,,23739835,
Vietnam,VNM,1999,72.824,2641,,79035871,
Wallis and Futuna,WLF,1999,76.941,,,14580,
Western Sahara,ESH,1999,62.088,,,296508,
World,OWID_WRL,1999,66.001,,,6064239030,
Yemen,YEM,1999,60.204,4080,,16921157,
Zambia,ZMB,1999,43.594,1374,,10140564,
Zimbabwe,ZWE,1999,45.461,2323,,11822722,
Afghanistan,AFG,1998,54.906,545,,19737770,
Africa,,1998,52.323,,,772437161,
Albania,ALB,1998,73.208,3873,,3110699,
Algeria,DZA,1998,69.745,6070,,30192750,
American Samoa,ASM,1998,71.186,,,56180,
Americas,,1998,73.06324586,,,,
Andorra,AND,1998,78.188,,,64140,
Angola,AGO,1998,45.763,1811,,15359600,
Anguilla,AIA,1998,77.023,,,10684,
Antigua and Barbuda,ATG,1998,73.465,,,73219,
Argentina,ARG,1998,73.213,15186,,36063451,
Armenia,ARM,1998,70.434,4994,,3108691,
Aruba,ABW,1998,73.7,,,87280,
Asia,,1998,66.735,,,3642754205,
Australia,AUS,1998,79.024,34337,,18587027,
Austria,AUT,1998,77.672,32376,,8041054,
Azerbaijan,AZE,1998,66.207,3550,,7989903,
Bahamas,BHS,1998,71.786,,,290600,
Bahrain,BHR,1998,74.033,13776,,613697,
Bangladesh,BGD,1998,64.25,1348,,122682818,
Barbados,BRB,1998,76.68,12385,,269334,
Belarus,BLR,1998,67.436,8482,,9969986,
Belgium,BEL,1998,77.481,31481,,10237298,
Belize,BLZ,1998,68.734,,,230248,
Benin,BEN,1998,55.139,1863,,6470275,
Bermuda,BMU,1998,77.773,,,64390,
Bhutan,BTN,1998,59.089,,,564378,
Bolivia,BOL,1998,61.204,4206,,8096761,
Bonaire Sint Eustatius and Saba,BES,1998,74.284,,,14889,
Bosnia and Herzegovina,BIH,1998,73.569,6590,,3734338,
Botswana,BWA,1998,51.947,7185,,1575827,
Brazil,BRA,1998,69.419,9419,,169785253,
British Virgin Islands,VGB,1998,76.407,,,19820,
Brunei,BRN,1998,72.265,,,319135,
Bulgaria,BGR,1998,71.114,8322,,8137669,
Burkina Faso,BFA,1998,49.914,1294,,10968722,
Burundi,BDI,1998,47.708,808,,6185564,
Cambodia,KHM,1998,56.862,1476,,11600510,
Cameroon,CMR,1998,50.885,1847,,14723772,
Canada,CAN,1998,78.698,33786,,30022078,
Cape Verde,CPV,1998,67.512,3000,,412513,
Cayman Islands,CYM,1998,78.216,,,38330,
Central African Republic,CAF,1998,44.857,936,,3475485,
Chad,TCD,1998,47.61,754,,7770053,
Channel Islands,OWID_CIS,1998,78.406,,,146500,
Chile,CHL,1998,75.813,15260,,14977736,
China,CHN,1998,70.737,4310,,1271982349,
Colombia,COL,1998,72.264,8863,,38364307,
Comoros,COM,1998,59.294,1180,,515381,
Congo,COG,1998,51.899,4043,,2951651,
Cook Islands,COK,1998,71.043,,,18313,
Costa Rica,CRI,1998,77.124,9054,,3803893,
Cote d'Ivoire,CIV,1998,50.242,2393,,15589407,
Croatia,HRV,1998,74.526,12476,,4491906,
Cuba,CUB,1998,76.23,3416,,11038706,
Curacao,CUW,1998,74.587,,,136868,
Cyprus,CYP,1998,77.738,20213,,908710,
Czechia,CZE,1998,74.323,15657,,10323244,
Czechoslovakia,OWID_CZS,1998,,14486,,,
Democratic Republic of Congo,COD,1998,49.233,473,,44849968,
Denmark,DNK,1998,76.245,36361,,5300380,
Djibouti,DJI,1998,56.998,1975,,680465,
Dominica,DMA,1998,74.147,5463,,70183,
Dominican Republic,DOM,1998,68.925,6013,,8214427,
Ecuador,ECU,1998,72.075,7307,,12198449,
Egypt,EGY,1998,68.051,5885,,66200259,
El Salvador,SLV,1998,68.284,5078,,5797764,
Equatorial Guinea,GNQ,1998,52.538,9712,,558496,
Eritrea,ERI,1998,54.137,,,2206439,
Estonia,EST,1998,69.569,15593,,1406350,
Eswatini,SWZ,1998,51.498,4713,,979922,
Ethiopia,ETH,1998,50.835,786,,62507724,
Europe,,1998,73.12,,,727050549,
Faeroe Islands,FRO,1998,78,,,46094,
Falkland Islands,FLK,1998,77.391,,,2769,
Fiji,FJI,1998,65.36,,,800148,
Finland,FIN,1998,77.262,29715,,5164236,
Former USSR,,1998,,6976,,,
Former Yugoslavia,,1998,,8153,,,
France,FRA,1998,78.557,31323,,58444245,
French Guiana,GUF,1998,74.471,,,151245,
French Polynesia,PYF,1998,71.58,,,231562,
Gabon,GAB,1998,59.066,11758,,1170061,
Gambia,GMB,1998,55.133,1325,,1238124,
Georgia,GEO,1998,69.654,4620,,4575396,
Germany,DEU,1998,77.441,31130,,81402671,
Ghana,GHA,1998,57.045,2018,,18357159,
Gibraltar,GIB,1998,74.894,,,29945,
Greece,GRC,1998,78.223,19379,,10970121,
Greenland,GRL,1998,65.372,,,55951,
Grenada,GRD,1998,72.226,,,102023,
Guadeloupe,GLP,1998,76.436,,,417621,
Guam,GUM,1998,74.283,,,152274,
Guatemala,GTM,1998,66.817,5731,,11133502,
Guinea,GIN,1998,51.456,1011,,7860772,
Guinea-Bissau,GNB,1998,49.642,1131,,1154372,
Guyana,GUY,1998,64.705,,,753778,
Haiti,HTI,1998,56.648,1481,,8174680,
Honduras,HND,1998,70.041,3333,,6220405,
Hong Kong,HKG,1998,80.111,30866,,6416996,
Hungary,HUN,1998,71.023,11663,,10279610,
Iceland,ISL,1998,79.319,31445,,275294,
India,IND,1998,61.669,2612,,1019483586,
Indonesia,IDN,1998,65.244,5204,,205724597,
Iran,IRN,1998,69.471,8458,,63971836,
Iraq,IRQ,1998,69.06,2795,,22114330,
Ireland,IRL,1998,76.235,31909,,3687821,
Isle of Man,IMN,1998,77.334,,,74936,
Israel,ISR,1998,78.435,24506,,5699279,
Italy,ITA,1998,78.955,30650,,56742755,
Jamaica,JAM,1998,74.164,6433,,2608874,
Japan,JPN,1998,80.656,32558,,127117436,
Jordan,JOR,1998,71.386,7120,,4943975,
Kazakhstan,KAZ,1998,63.17,8089,,15190168,
Kenya,KEN,1998,51.448,1890,,30250488,
Kiribati,KIR,1998,62.509,,,81558,
Kuwait,KWT,1998,73.004,33331,,1831121,
Kyrgyzstan,KGZ,1998,66.07,3106,,4786772,
Laos,LAO,1998,57.637,2051,,5144601,
Latin America and the Caribbean,,1998,70.851,,,,
Latvia,LVA,1998,68.855,10430,,2430546,
Lebanon,LBN,1998,73.528,6994,,3693514,
Lesotho,LSO,1998,51.034,1923,,1997524,
Liberia,LBR,1998,50.657,773,,2517472,
Libya,LBY,1998,70.522,8545,,5196774,
Liechtenstein,LIE,1998,77.839,,,32305,
Lithuania,LTU,1998,70.399,10382,,3555140,
Luxembourg,LUX,1998,77.129,44143,,425828,
Macao,MAC,1998,79.872,,,409620,
Madagascar,MDG,1998,57.028,1174,,14808791,
Malawi,MWI,1998,45.285,986,,10552345,
Malaysia,MYS,1998,72.257,12130,,22114647,
Maldives,MDV,1998,68.501,,,268445,
Mali,MLI,1998,47.103,1167,,10360564,
Malta,MLT,1998,78.707,18489,,387282,
Marshall Islands,MHL,1998,67.601,,,50356,
Martinique,MTQ,1998,77.55,,,379639,
Mauritania,MRT,1998,60.593,1841,,2496217,
Mauritius,MUS,1998,70.677,13608,,1165292,
Mayotte,MYT,1998,75.031,,,139575,
Mexico,MEX,1998,73.625,11511,,96056313,
Micronesia (country),FSM,1998,64.298,,,108206,
Moldova,MDA,1998,66.752,3078,,4254835,
Monaco,MCO,1998,79.446,,,31554,
Mongolia,MNG,1998,62.063,2620,,2355667,
Montenegro,MNE,1998,73.416,5522,,616340,
Montserrat,MSR,1998,73.089,,,6745,
Morocco,MAR,1998,67.86,4729,,28110447,
Mozambique,MOZ,1998,48.194,1336,,16813946,
Myanmar,MMR,1998,59.422,1547,,45611220,
Namibia,NAM,1998,54.462,5860,,1731635,
Nauru,NRU,1998,58.651,,,10567,
Nepal,NPL,1998,60.884,1571,,23057875,
Netherlands,NLD,1998,77.889,34689,,15745650,
New Caledonia,NCL,1998,73.01,,,208065,
New Zealand,NZL,1998,77.76,24861,,3783976,
Nicaragua,NIC,1998,68.667,2570,,4910642,
Niger,NER,1998,48.627,755,,10545720,
Nigeria,NGA,1998,45.994,2026,,116319763,
Niue,NIU,1998,70.181,,,2009,
North America,,1998,,,,473738721,
North Korea,PRK,1998,64.493,1580,,22536754,
North Macedonia,MKD,1998,72.795,7412,,2012052,
Northern America,,1998,76.734,,,,
Northern Mariana Islands,MNP,1998,73.123,,,52999,
Norway,NOR,1998,78.384,48957,,4447485,
Oceania,,1998,73.767,,,30607344,
Oman,OMN,1998,71.197,20213,,2251859,
Pakistan,PAK,1998,62.303,3035,,134843233,
Palau,PLW,1998,67.831,,,18409,
Palestine,PSE,1998,70.56,6052,,3000624,
Panama,PAN,1998,74.694,9560,,2912318,
Papua New Guinea,PNG,1998,58.828,,,5581767,
Paraguay,PRY,1998,70.087,5322,,5107840,
Peru,PER,1998,70.274,5927,,25658070,
Philippines,PHL,1998,68.675,3853,,74672009,
Poland,POL,1998,72.923,11413,,38564191,
Portugal,PRT,1998,76.15,21782,,10214046,
Puerto Rico,PRI,1998,75.07,24586,,3643672,
Qatar,QAT,1998,77.19,36448,,551566,
Reunion,REU,1998,75.444,,,712000,
Romania,ROU,1998,69.898,6407,,22466291,
Russia,RUS,1998,65.417,8557,,147360613,
Rwanda,RWA,1998,43.686,950,,6962800,
Saint Barthlemy,,1998,76.476,,,6975,
Saint Helena,SHN,1998,77.725,,,6166,
Saint Kitts and Nevis,KNA,1998,69.889,,,43225,
Saint Lucia,LCA,1998,72.958,6831,,153023,
Saint Martin (French part),MAF,1998,76.284,,,27388,
Saint Pierre and Miquelon,SPM,1998,78.588,,,6350,
Saint Vincent and the Grenadines,VCT,1998,70.738,,,107807,
Samoa,WSM,1998,68.067,,,172839,
San Marino,SMR,1998,81.1,,,26851,
Sao Tome and Principe,STP,1998,60.159,2229,,137855,
Saudi Arabia,SAU,1998,72.06,22311,,19783301,
Senegal,SEN,1998,57.376,1915,,9347777,
Serbia,SRB,1998,71.926,6604,,9685430,
Seychelles,SYC,1998,70.86,13801,,79064,
Sierra Leone,SLE,1998,37.98,883,,4381484,
Singapore,SGP,1998,77.29,33590,,3860721,
Sint Maarten (Dutch part),SXM,1998,75.552,,,32043,
Slovakia,SVK,1998,72.837,13822,,5395253,
Slovenia,SVN,1998,75.353,19851,,1987384,
Solomon Islands,SLB,1998,66.665,,,390702,
Somalia,SOM,1998,49.754,,,8235064,
South Africa,ZAF,1998,58.315,7024,,43682259,
South America,,1998,,,,338199117,
South Korea,KOR,1998,75.179,19625,,46620698,
South Sudan,SSD,1998,48.333,,,5661934,
Spain,ESP,1998,78.87,24285,,40201561,
Sri Lanka,LKA,1998,69.845,5440,,18564595,
Sudan,SDN,1998,57.73,1785,,26015518,
Suriname,SUR,1998,67.768,,,459838,
Sweden,SWE,1998,79.367,31187,,8870854,
Switzerland,CHE,1998,79.332,39891,,7091775,
Syria,SYR,1998,72.664,8743,,15599588,
Taiwan,TWN,1998,75.426,24131,,21721513,
Tajikistan,TJK,1998,60.379,1589,,6027395,
Tanzania,TZA,1998,49.809,1052,,31924201,
Thailand,THA,1998,70.348,9078,,61585103,
Timor,TLS,1998,57.011,,,866523,
Togo,TGO,1998,53.722,1175,,4632451,
Tokelau,TKL,1998,77.379,,,1569,
Tonga,TON,1998,69.535,,,97036,
Trinidad and Tobago,TTO,1998,69.011,17014,,1261699,
Tunisia,TUN,1998,72.608,6945,,9509862,
Turkey,TUR,1998,68.807,11773,,61329665,
Turkmenistan,TKM,1998,63.237,3038,,4413477,
Turks and Caicos Islands,TCA,1998,76.28,,,18228,
Tuvalu,TUV,1998,61.644,,,9332,
Uganda,UGA,1998,44.685,1138,,22290787,
Ukraine,UKR,1998,67.339,4640,,49746523,
United Arab Emirates,ARE,1998,73.883,39668,,2813214,
United Kingdom,GBR,1998,77.298,30077,,58509972,
United States,USA,1998,76.524,43073,,275175309,
United States Virgin Islands,VIR,1998,76.194,,,108551,
Uruguay,URY,1998,74.309,13744,,3291053,
Uzbekistan,UZB,1998,66.782,4576,,24036017,
Vanuatu,VUT,1998,66.899,,,177987,
Vatican,VAT,1998,69.562,,,786,
Venezuela,VEN,1998,71.756,14739,,23288567,
Vietnam,VNM,1998,72.617,2564,,78115712,
Wallis and Futuna,WLF,1998,77.126,,,14463,
Western Sahara,ESH,1998,61.559,,,283072,
World,OWID_WRL,1998,65.743,,,5984794072,
Yemen,YEM,1998,59.782,4044,,16450306,
Zambia,ZMB,1998,43.413,1309,,9866474,
Zimbabwe,ZWE,1998,46.466,2369,,11747079,
Afghanistan,AFG,1997,54.424,571,,19357126,
Africa,,1997,52.195,,,753737584,
Albania,ALB,1997,72.838,3527,,3099747,
Algeria,DZA,1997,69.323,5638,,29742980,
American Samoa,ASM,1997,71.19,,,55227,
Americas,,1997,72.8009705,,,,
Andorra,AND,1997,77.886,,,64318,
Angola,AGO,1997,45.519,1687,,14871572,
Anguilla,AIA,1997,76.759,,,10388,
Antigua and Barbuda,ATG,1997,73.222,,,71707,
Argentina,ARG,1997,73.029,14723,,35657438,
Armenia,ARM,1997,69.912,4836,,3133081,
Aruba,ABW,1997,73.671,,,85450,
Asia,,1997,66.397,,,3593141515,
Australia,AUS,1997,78.759,32858,,18387205,
Austria,AUT,1997,77.386,31173,,8032873,
Azerbaijan,AZE,1997,65.899,3348,,7925668,
Bahamas,BHS,1997,71.698,,,287363,
Bahrain,BHR,1997,73.826,12528,,594927,
Bangladesh,BGD,1997,63.553,1292,,120160571,
Barbados,BRB,1997,76.41,12125,,268183,
Belarus,BLR,1997,67.623,7885,,10009393,
Belgium,BEL,1997,77.292,30894,,10223785,
Belize,BLZ,1997,68.858,,,221575,
Benin,BEN,1997,55.133,1868,,6281644,
Bermuda,BMU,1997,77.411,,,64092,
Bhutan,BTN,1997,58.236,,,551713,
Bolivia,BOL,1997,60.566,4080,,7937453,
Bonaire Sint Eustatius and Saba,BES,1997,74.261,,,15082,
Bosnia and Herzegovina,BIH,1997,72.976,5913,,3736070,
Botswana,BWA,1997,52.749,7152,,1540424,
Brazil,BRA,1997,69.061,9410,,167209046,
British Virgin Islands,VGB,1997,76.137,,,19660,
Brunei,BRN,1997,71.994,,,311962,
Bulgaria,BGR,1997,70.997,7927,,8211804,
Burkina Faso,BFA,1997,49.713,1268,,10665552,
Burundi,BDI,1997,47.226,800,,6122130,
Cambodia,KHM,1997,56.212,1466,,11298594,
Cameroon,CMR,1997,51.009,1780,,14344444,
Canada,CAN,1997,78.505,32710,,29742378,
Cape Verde,CPV,1997,67.026,2777,,404248,
Cayman Islands,CYM,1997,77.85,,,36155,
Central African Republic,CAF,1997,45.353,917,,3392432,
Chad,TCD,1997,47.559,719,,7503494,
Channel Islands,OWID_CIS,1997,78.028,,,145387,
Chile,CHL,1997,75.53,15080,,14786227,
China,CHN,1997,70.428,4311,,1261996017,
Colombia,COL,1997,71.887,8952,,37723803,
Comoros,COM,1997,59.16,1178,,501955,
Congo,COG,1997,52.016,3900,,2867283,
Cook Islands,COK,1997,70.77,,,18653,
Costa Rica,CRI,1997,76.948,8684,,3718952,
Cote d'Ivoire,CIV,1997,50.657,2289,,15130674,
Croatia,HRV,1997,74.312,11998,,4532405,
Cuba,CUB,1997,75.964,3426,,10989730,
Curacao,CUW,1997,74.559,,,139534,
Cyprus,CYP,1997,77.598,19265,,891190,
Czechia,CZE,1997,74.007,15494,,10338346,
Czechoslovakia,OWID_CZS,1997,,14199,,,
Democratic Republic of Congo,COD,1997,49.066,490,,43827191,
Denmark,DNK,1997,76.026,35499,,5277713,
Djibouti,DJI,1997,57.022,2081,,660858,
Dominica,DMA,1997,73.998,5171,,70592,
Dominican Republic,DOM,1997,68.677,5617,,8084407,
Ecuador,ECU,1997,71.716,7181,,11951457,
Egypt,EGY,1997,67.68,5595,,64892269,
El Salvador,SLV,1997,67.978,4883,,5746288,
Equatorial Guinea,GNQ,1997,52.112,8446,,536459,
Eritrea,ERI,1997,53.548,,,2195192,
Estonia,EST,1997,69.198,15075,,1409678,
Eswatini,SWZ,1997,53.595,4621,,963416,
Ethiopia,ETH,1997,50.32,815,,60697443,
Europe,,1997,73.011,,,727560614,
Faeroe Islands,FRO,1997,77.65,,,45789,
Falkland Islands,FLK,1997,77.18,,,2688,
Fiji,FJI,1997,65.246,,,792736,
Finland,FIN,1997,76.999,28240,,5151740,
Former USSR,,1997,,7032,,,
Former Yugoslavia,,1997,,7698,,,
France,FRA,1997,78.338,30342,,58220657,
French Guiana,GUF,1997,74.115,,,146331,
French Polynesia,PYF,1997,71.202,,,226854,
Gabon,GAB,1997,59.479,11203,,1141332,
Gambia,GMB,1997,54.715,1308,,1200522,
Georgia,GEO,1997,69.613,4481,,4709596,
Germany,DEU,1997,77.166,30187,,81399250,
Ghana,GHA,1997,57.187,1965,,17908977,
Gibraltar,GIB,1997,74.806,,,29404,
Greece,GRC,1997,78.067,18588,,10906248,
Greenland,GRL,1997,65.148,,,55873,
Grenada,GRD,1997,71.964,,,101567,
Guadeloupe,GLP,1997,76.111,,,412739,
Guam,GUM,1997,73.93,,,150303,
Guatemala,GTM,1997,66.257,5601,,10887637,
Guinea,GIN,1997,51.616,976,,7662071,
Guinea-Bissau,GNB,1997,49.301,1388,,1132505,
Guyana,GUY,1997,64.468,,,757975,
Haiti,HTI,1997,56.393,1456,,8030721,
Honduras,HND,1997,69.676,3303,,6045704,
Hong Kong,HKG,1997,79.747,33386,,6299912,
Hungary,HUN,1997,70.669,10942,,10308479,
Iceland,ISL,1997,79.091,29939,,272709,
India,IND,1997,61.233,2514,,1000900028,
Indonesia,IDN,1997,64.954,6056,,202826444,
Iran,IRN,1997,69.139,8114,,63136309,
Iraq,IRQ,1997,68.936,2338,,21439579,
Ireland,IRL,1997,75.997,29456,,3651096,
Isle of Man,IMN,1997,77.14,,,73851,
Israel,ISR,1997,78.206,24227,,5566551,
Italy,ITA,1997,78.662,29961,,56903633,
Jamaica,JAM,1997,74.172,6524,,2583914,
Japan,JPN,1997,80.404,33038,,126892745,
Jordan,JOR,1997,71.219,6942,,4848536,
Kazakhstan,KAZ,1997,63.262,8094,,15406005,
Kenya,KEN,1997,52.014,1846,,29415660,
Kiribati,KIR,1997,62.188,,,80188,
Kuwait,KWT,1997,72.931,31511,,1710257,
Kyrgyzstan,KGZ,1997,66.007,3115,,4705651,
Laos,LAO,1997,57.04,2002,,5050308,
Latin America and the Caribbean,,1997,70.515,,,,
Latvia,LVA,1997,68.437,9773,,2453310,
Lebanon,LBN,1997,73.046,6581,,3658425,
Lesotho,LSO,1997,52.728,1940,,1968054,
Liberia,LBR,1997,49.963,702,,2326210,
Libya,LBY,1997,70.352,8422,,5118008,
Liechtenstein,LIE,1997,77.527,,,31830,
Lithuania,LTU,1997,70.132,9593,,3579911,
Luxembourg,LUX,1997,76.872,42311,,419979,
Macao,MAC,1997,79.573,,,401353,
Madagascar,MDG,1997,56.239,1152,,14347860,
Malawi,MWI,1997,45.479,1006,,10264906,
Malaysia,MYS,1997,72.11,13345,,21562790,
Maldives,MDV,1997,67.644,,,263836,
Mali,MLI,1997,46.823,1161,,10094363,
Malta,MLT,1997,78.531,17695,,383756,
Marshall Islands,MHL,1997,67.108,,,50453,
Martinique,MTQ,1997,77.217,,,375640,
Mauritania,MRT,1997,60.545,1800,,2433567,
Mauritius,MUS,1997,70.51,13198,,1154141,
Mayotte,MYT,1997,74.694,,,134206,
Mexico,MEX,1997,73.268,11030,,94611008,
Micronesia (country),FSM,1997,64.202,,,108473,
Moldova,MDA,1997,66.722,3322,,4286477,
Monaco,MCO,1997,78.835,,,31268,
Mongolia,MNG,1997,61.73,2445,,2335744,
Montenegro,MNE,1997,73.607,5122,,618216,
Montserrat,MSR,1997,73.339,,,7927,
Morocco,MAR,1997,67.508,4469,,27754573,
Mozambique,MOZ,1997,47.826,1324,,16397175,
Myanmar,MMR,1997,59.101,1506,,45027223,
Namibia,NAM,1997,55.806,5797,,1698029,
Nauru,NRU,1997,58.499,,,10643,
Nepal,NPL,1997,60.144,1558,,22584772,
Netherlands,NLD,1997,77.762,33200,,15655482,
New Caledonia,NCL,1997,72.744,,,203185,
